"Author_id","Isbn"
"2377","0595315070"
"2378","1594200106"
"2379","1589880013"
"2380","0553250515"
"836","0374100128"
"20","0452283868"
"1533","0446610380"
"39","0061097314"
"2381","074325547X"
"2382","158988003X"
"2383","1573222453"
"2384","0140119906"
"2385","0395873347"
"2386","0446677426"
"2387","0393308839"
"2388","0451524039"
"2389","0060548533"
"2390","1885266480"
"2391","0060987049"
"2392","0571169341"
"39","0060504080"
"2393","0679749861"
"885","0684853701"
"2394","0374521409"
"2395","0140445277"
"1063","0684831546"
"1206","0345404475"
"2396","0375404929"
"341","0684857820"
"1138","0140051317"
"904","0553291890"
"2397","0586213333"
"2398","2080707590"
"2399","2715223528"
"2400","2246567610"
"2401","2253153427"
"356","2883531714"
"2402","2266083309"
"2403","2070383326"
"2404","2290045799"
"2405","2264010991"
"2406","0449207331"
"2407","0060092645"
"2408","0451207378"
"1168","0061031755"
"225","0812551583"
"2409","0743410653"
"2158","0684864711"
"2410","1582430748"
"2411","0684846861"
"2412","0743200349"
"2413","0761521097"
"2414","0446674109"
"2415","0849937361"
"2416","0140124373"
"2417","1853811262"
"114","0450411435"
"2418","0749309636"
"212","0375704973"
"446","034543059X"
"2419","037541309X"
"2420","0752848011"
"2421","1580083412"
"2422","0140236716"
"2423","0380973499"
"2267","0684867184"
"2424","031224116X"
"2425","0385319622"
"2426","1557507422"
"2427","1853673110"
"2428","0917298551"
"2429","0891415947"
"2430","0804100039"
"2431","0440236304"
"2432","0060937114"
"2433","0060183527"
"2434","081288518X"
"2435","038549565X"
"2436","0743201981"
"2437","0767908244"
"2267","0743203399"
"2438","0688158943"
"1138","0140018328"
"2439","0515100072"
"474","0553579606"
"2440","0553282069"
"1076","0385177259"
"2441","0373201451"
"105","0061013439"
"2442","0553080237"
"1383","0679459596"
"2443","0393038173"
"948","0553578901"
"2444","0446605786"
"2445","0609609068"
"2446","0500011931"
"2447","0531150259"
"2448","0805205454"
"2449","0425193896"
"2296","0345382846"
"2450","0312115067"
"1536","0345413938"
"1688","0345283945"
"2451","0060934239"
"2060","006099486X"
"2452","0306809893"
"2453","0060185430"
"2454","0060987383"
"2455","0306811596"
"2456","0789410842"
"2457","068485080X"
"2458","0684841347"
"2459","1567310265"
"2460","044652087X"
"2461","0878911774"
"2462","0060176628"
"114","0670855030"
"45","0517064626"
"45","0684810387"
"2463","0931580439"
"45","0440183057"
"2464","0380709333"
"110","0671769200"
"1092","0884042642"
"1340","0671250671"
"2465","0553067966"
"2466","0440507294"
"64","0553212141"
"2467","0671602705"
"2468","0843946385"
"2469","0439978238"
"204","0743200985"
"44","0425118703"
"2470","9510236756"
"2471","0349100136"
"2472","2070367622"
"2473","0811802981"
"2474","0486415910"
"978","0380792737"
"2475","1877856916"
"2476","0571200435"
"2477","0446604763"
"224","0060516283"
"2478","1590210301"
"2479","1573245216"
"1650","1567313671"
"2480","1878424424"
"201","0553109839"
"2481","0316639842"
"2482","0140296409"
"2483","3442442354"
"1330","0451192613"
"2484","0451138481"
"2485","0670891576"
"112","0395264758"
"2486","3442431875"
"1273","0140259112"
"2487","0439339170"
"483","0375401598"
"1450","0553106678"
"447","0684802988"
"123","0061000043"
"2488","0312055145"
"2489","0060617225"
"2490","1558214291"
"2491","0349100373"
"2492","0340542667"
"2493","0380699176"
"661","0151006725"
"2494","0525946241"
"2495","0394751043"
"2496","2070388425"
"2496","2070427110"
"2497","2221081722"
"2498","2070388905"
"2498","2070756319"
"2499","2253138916"
"1043","0553263579"
"2500","0441007015"
"1444","0553289411"
"364","0553258559"
"2501","0394717406"
"2502","0141300272"
"2503","9500418606"
"2504","0316588032"
"2505","0671892479"
"2506","0060011912"
"1702","044661064X"
"2507","0553211803"
"2508","1551666839"
"1175","0374526893"
"2509","1583940634"
"2510","0805060200"
"1805","0312872402"
"1805","0312872399"
"1805","0765342987"
"2511","0451456726"
"2511","0451456718"
"2511","0451456734"
"2512","0571154913"
"2513","0446530522"
"1466","0330327917"
"2514","0786004886"
"2515","0446674346"
"2516","0060092963"
"1906","0060517611"
"2517","0553802550"
"2518","0425192695"
"2519","0760704767"
"1624","0671468464"
"2520","0440241286"
"348","002026478X"
"2521","0743407148"
"1060","0345447840"
"2510","0312977360"
"2522","0312992203"
"2523","0312089449"
"2524","096558383X"
"2525","0140094903"
"760","034541103X"
"2526","0345425286"
"2527","0688179053"
"2528","0451201507"
"2529","0380760975"
"2530","0553569791"
"343","038000772X"
"800","044661193X"
"2531","0446401617"
"987","0345428196"
"1450","0553208799"
"2532","0821767747"
"1277","0446512923"
"2533","0060955406"
"2534","0380793059"
"2313","0440419468"
"1445","0446359866"
"749","0446602612"
"616","0446612790"
"2535","0671676253"
"182","0446606383"
"813","0553213148"
"1223","0380725584"
"2536","0679401032"
"2536","0394580567"
"2536","0394571029"
"279","0440128994"
"2537","0590455761"
"1445","0446365505"
"1624","0671531409"
"1723","002542730X"
"2536","0804111898"
"2538","0802132154"
"2539","0025473905"
"466","0451203895"
"1076","0345309014"
"1076","0345308999"
"1076","0345309006"
"2540","0553272535"
"771","0445406488"
"2541","0451209710"
"730","0312865031"
"2542","089190672X"
"2543","0449219631"
"764","0425104052"
"2544","0425181464"
"2545","0515090298"
"2546","0345438353"
"2547","0060298774"
"207","0449212858"
"1100","0812505018"
"2548","0671888021"
"2549","0451458125"
"2550","0553213377"
"2551","0142002054"
"54","067150987X"
"904","0345347951"
"72","0425037827"
"2552","0553574353"
"2553","0553142046"
"2554","0786889527"
"2555","0441006345"
"2556","0671721380"
"2557","0446356018"
"2558","067174139X"
"364","0399136487"
"2559","0671720139"
"2560","039480001X"
"849","0345273303"
"2561","0446365661"
"2562","0749930888"
"1083","0440201101"
"809","1857022424"
"2563","1561383619"
"850","068484477X"
"2564","0393317552"
"114","0684853515"
"2565","0375504397"
"199","0452283205"
"2566","0374524912"
"653","0316779237"
"2567","0875427324"
"19","0385421982"
"715","0892962275"
"2568","0393040135"
"112","0679402470"
"2569","055344171X"
"2570","0733801862"
"328","0875421180"
"1383","055308013X"
"2571","0460872125"
"2572","2020606291"
"1076","0345311965"
"114","0451139739"
"157","0553236202"
"282","038072975X"
"2573","1885167172"
"2574","0452261589"
"2575","0374230072"
"1535","014006690X"
"2576","0060975210"
"2577","0374521352"
"2578","0226424197"
"2579","0316085251"
"2580","0874771641"
"1270","0451185560"
"2581","1853260401"
"2582","0773760555"
"1444","0553250531"
"1444","0553148001"
"2583","1579542085"
"2584","0671720414"
"364","0345275675"
"2585","024189865X"
"2586","0773671358"
"2587","0553284460"
"19","0440213525"
"114","0451188462"
"156","034525855X"
"364","0441135560"
"2588","3789131202"
"2589","0195103793"
"2590","0816303630"
"2591","0811807282"
"1031","0671019449"
"2592","0152105328"
"2593","0060283122"
"1552","0439136350"
"1028","0671028367"
"2594","0028642333"
"2595","0440235642"
"2596","0330486705"
"2597","0670881872"
"455","0440111811"
"2598","0064400557"
"2599","067166607X"
"2600","0312870582"
"1373","3423123222"
"2601","3453064038"
"2602","3404122631"
"2603","3596134153"
"2604","3453061187"
"2605","3423107421"
"2606","3453161394"
"2607","3579007335"
"2608","3257229372"
"2609","3453088530"
"343","345305136X"
"2610","3257224974"
"2611","3404139674"
"2612","3442353793"
"2613","3596129397"
"2614","3548257623"
"2615","3746613531"
"2615","3746618169"
"2616","9972847012"
"2617","9582700319"
"2618","3257228031"
"2619","3548248845"
"864","3446178694"
"2620","3453198840"
"2040","3404147294"
"2621","3746619394"
"2172","3426619857"
"2622","3499233045"
"2623","3404142624"
"2624","051604642X"
"2625","0380803151"
"2626","0553568728"
"2627","0553297988"
"2628","0671654209"
"1092","0884046818"
"2629","0345289072"
"2630","0671720406"
"1877","0345379802"
"2631","0886778697"
"2632","0743435346"
"2633","0679448594"
"72","0345313577"
"45","0671867172"
"2354","0425189104"
"2634","0061030635"
"196","0446613436"
"197","0449006530"
"105","006109157X"
"455","0440221315"
"103","0553576011"
"2635","0451205294"
"367","0345444892"
"196","0446527785"
"367","0375500685"
"2636","0375503218"
"2637","0755310047"
"2638","0752851950"
"2639","0747257574"
"2640","056353723X"
"2641","185326041X"
"1323","0312272057"
"2110","0142003190"
"2642","042518336X"
"2643","0613329740"
"2644","0613325419"
"2645","156389470X"
"2646","0439551234"
"2647","058253531X"
"1283","0836218353"
"2648","2842772032"
"1283","0836204387"
"2649","0345441435"
"2650","0812504755"
"2651","0836217225"
"2652","0030181011"
"522","0064407055"
"2653","0553262505"
"2654","0689710887"
"2655","0689710879"
"2654","0020427859"
"2656","031286258X"
"2651","0836217616"
"983","0316107018"
"2631","0886777828"
"1618","0441068804"
"1618","0141309814"
"924","0679032983"
"1590","0679408835"
"341","0316096199"
"868","0689829655"
"369","059045899X"
"2657","0385238614"
"2658","0758201605"
"2659","1561384755"
"2660","1562820575"
"2661","185854176X"
"2662","0786830425"
"218","088101270X"
"2663","0881012718"
"2664","0312272782"
"2665","044022831X"
"2666","1590522265"
"2667","1551669307"
"2668","060980202X"
"2669","0698113950"
"2670","043944246X"
"2671","0060954884"
"2672","0743422961"
"2673","0525946780"
"2674","1558534172"
"2675","0609807919"
"728","0060532149"
"2676","081296683X"
"2677","188517182X"
"2678","0820319198"
"2679","0446520829"
"2105","0373250525"
"2680","0811802272"
"2681","1871512417"
"595","042515517X"
"2682","037322348X"
"2683","0393317382"
"2684","0375713751"
"2685","0312272766"
"2686","0446526479"
"2687","068985546X"
"2687","0689855451"
"2688","0140240209"
"2689","0764525662"
"2690","0679771492"
"2691","0130743038"
"2692","1856273296"
"2316","0842343253"
"2693","0201406462"
"2694","1895636337"
"982","0140131566"
"533","0446521442"
"2695","0062515802"
"2696","0684859777"
"2696","0684859769"
"2697","0609807080"
"2698","1556522126"
"455","0440224845"
"1359","0671864173"
"2699","0060959428"
"306","0373079613"
"45","0440200989"
"45","0671568175"
"859","0449221504"
"103","0446607193"
"927","0671705091"
"1906","0505522675"
"2700","0515124656"
"306","0373484003"
"445","0451198506"
"455","0440223237"
"2560","0679882820"
"2701","0399226907"
"2702","1558747109"
"2703","0786884142"
"2704","0767905385"
"110","0671793551"
"2705","0553574302"
"2706","0440211263"
"1450","0553260111"
"2707","0380775840"
"2560","0394900014"
"2708","0894803123"
"1898","0440225892"
"1898","0440236371"
"2709","1551660261"
"1013","1551665638"
"2710","0553575007"
"2710","0553563343"
"2711","0943233941"
"2712","0694014532"
"794","0743411439"
"931","0553347233"
"2713","0385152922"
"2714","0767900383"
"2715","0786889055"
"1729","0440212626"
"2716","0553265415"
"2717","0449131793"
"2209","0380804697"
"288","0425178951"
"2718","038548562X"
"204","0684865742"
"542","0385313632"
"2719","0866119892"
"2720","0505523442"
"190","0380772469"
"190","0380899361"
"1013","0671728571"
"2721","067146969X"
"2722","0446392308"
"2723","0586207228"
"2724","0821762559"
"2725","0553275399"
"1490","0671034006"
"117","0425116840"
"2726","0882893327"
"771","0380817152"
"1613","0345302907"
"2727","0340565829"
"117","0425191184"
"2728","0872169014"
"1132","0399142991"
"1283","0836218221"
"671","067988288X"
"2129","0590251597"
"2729","0679885307"
"2129","0590251589"
"2129","0590227637"
"2730","0806903481"
"2129","0590224735"
"1138","0141301074"
"2731","0671016792"
"2732","0448409313"
"114","0452278902"
"114","074343627X"
"46","039914465X"
"2733","1558747699"
"114","067102423X"
"2734","1891620487"
"2735","0060009225"
"2735","0380820870"
"2735","0380797399"
"2736","0060198524"
"483","0345334531"
"2737","0515103993"
"2738","1550130994"
"2739","0316316962"
"2740","0062506080"
"2741","0142001007"
"1658","0060920432"
"2742","0786884061"
"2743","0691005419"
"1337","0060505265"
"2744","0864427433"
"2745","0864424574"
"2746","0813812860"
"2747","0842372180"
"114","0399143947"
"2748","0066211085"
"2749","042517476X"
"1380","0440237262"
"2750","0380713330"
"2751","0195002237"
"1949","014004387X"
"2752","0895772620"
"2712","0517618141"
"2753","0192833871"
"2754","0393960579"
"2755","1551113074"
"937","0486264785"
"1209","0060809833"
"1613","0441172660"
"2756","0156711427"
"912","0553206516"
"240","0553550039"
"1030","0345390458"
"224","0061091871"
"2757","0425090787"
"2758","1929317999"
"2759","0553268880"
"2760","0385008910"
"1112","0688042872"
"2761","0671027107"
"288","0399145869"
"852","0375405429"
"559","0446521582"
"296","0151002630"
"182","0316666009"
"2762","0316890197"
"2526","0446675253"
"2763","0345451325"
"1025","0330284142"
"146","0345391810"
"337","0140620524"
"1341","0312186118"
"1013","0671516922"
"2764","1586607251"
"2765","0671015206"
"2766","0440216540"
"367","0449209598"
"2767","0140062599"
"2768","0582349168"
"2769","0140041079"
"2770","0140400117"
"2771","0192815466"
"2772","0140431357"
"2773","1575664054"
"2773","0451209117"
"2773","0743236777"
"2774","037348481X"
"2775","0553208314"
"196","0446611867"
"234","0385336179"
"2776","0972380698"
"2777","155054439X"
"2778","060980619X"
"711","0440900794"
"2779","0553560662"
"306","0373483880"
"309","0061042005"
"348","0425046117"
"1452","0156619180"
"44","0553582755"
"2780","0486282694"
"2781","006101091X"
"2782","0452268060"
"337","0439099404"
"1109","0525405224"
"389","0671759213"
"124","044651652X"
"340","0312050631"
"238","0452254264"
"1901","0380786052"
"103","0446364282"
"2783","0385337272"
"2784","0140291903"
"2785","0142002267"
"2786","0671640925"
"997","0425099644"
"2787","0960809600"
"2788","0439368030"
"2789","0785272984"
"2790","0060520221"
"2791","0590443518"
"868","0440409942"
"2792","0590438069"
"2793","0380720132"
"2794","1841952974"
"2795","0440967848"
"50","0842329277"
"2316","0842343296"
"1184","0440439884"
"2796","0842343288"
"2313","0590424165"
"217","059030271X"
"611","0345339738"
"868","0440413761"
"1228","0590461001"
"2797","0688149588"
"2796","0842343261"
"2796","084234327X"
"2798","0395280060"
"263","0590451146"
"2795","0064407314"
"2799","0816707979"
"2800","034541036X"
"842","0517187760"
"182","0446679593"
"63","0679441557"
"1650","1567315658"
"2633","0849916518"
"2801","1565120310"
"2802","156512104X"
"2803","0446690295"
"507","0886774268"
"507","0886773520"
"507","0886774012"
"2804","1892065169"
"2805","0609808346"
"2806","0307157857"
"2807","0141186151"
"2808","0451121902"
"1321","0679417796"
"2809","0684833662"
"686","1573225517"
"2810","0449909336"
"2811","1550548913"
"2812","0679311386"
"2813","039396647X"
"245","0380973650"
"2814","0375414487"
"2739","0316346624"
"2815","0802130208"
"2816","0312988990"
"2817","0842373195"
"2818","0043510744"
"2819","0340821191"
"2820","0333906306"
"2821","0156004992"
"1452","0156628708"
"2822","0752844059"
"542","0440208459"
"2822","0752848224"
"2822","075285111X"
"207","0449208672"
"926","0060808241"
"288","0380725835"
"1939","0751514012"
"2823","0751511056"
"2824","186941358X"
"2825","0886775876"
"2826","0451458680"
"39","0060199652"
"1383","034541389X"
"2827","0684871580"
"1705","0738203548"
"2828","0805033203"
"1456","0316284955"
"60","0801855926"
"2829","156352600X"
"2830","0679427651"
"2343","0345412214"
"2343","0345441702"
"2831","0451147367"
"2832","0595168442"
"2833","044041668X"
"2834","0451170539"
"292","0375501371"
"2547","006447335X"
"480","0316155101"
"1323","0312283709"
"210","0060987529"
"1466","0312951426"
"1466","0312953615"
"2409","0671567829"
"2835","0670820555"
"849","0553270931"
"2836","0449241114"
"2837","0394561236"
"2838","0375703764"
"2123","0553092626"
"2839","0812545133"
"145","0446523321"
"1844","0441004164"
"2840","0066620996"
"2841","0553277472"
"2842","0385494602"
"1326","0345433106"
"2843","0345443020"
"204","068487217X"
"633","0684853159"
"2844","1573228281"
"1518","0446608262"
"2845","0385503970"
"2846","0316120324"
"410","0440214432"
"1653","0440225779"
"2847","0385501676"
"1839","3446180850"
"2848","0312242735"
"2849","0440935741"
"245","0380804557"
"2850","3257229739"
"19","0099245027"
"2851","0970880812"
"2852","0595256775"
"2853","0741412780"
"2854","0684855380"
"2855","0525946233"
"2856","0399513000"
"63","0425161617"
"2857","0140149295"
"1387","0553565028"
"2858","0375410848"
"2859","0505520680"
"777","0373710348"
"2860","0451115457"
"673","0373079710"
"236","0861782356"
"2861","0515097039"
"465","0553560247"
"2862","0836135474"
"2863","0312974221"
"272","0345416600"
"2864","0684856476"
"2865","0800757734"
"1726","0887309100"
"2866","1593080255"
"604","1400041988"
"2867","0151010633"
"2081","9504604730"
"2868","0802714358"
"240","9500720418"
"2869","950491036X"
"2870","0340697083"
"2871","2742739351"
"2872","0671008668"
"2873","9509009059"
"2874","0312154542"
"2119","0064408639"
"2875","0954290100"
"201","0553295772"
"2876","0312858957"
"72","0345330129"
"2877","0743410246"
"2878","0743445643"
"2879","0743445627"
"2880","0743445600"
"2881","0812575717"
"2325","0671026356"
"2882","0743427602"
"2882","0671039288"
"2883","0671026364"
"2884","0671526103"
"2884","0671021257"
"2885","067100882X"
"2884","0671008781"
"2886","2253007900"
"2391","0671874349"
"2887","0394838475"
"2888","0743439775"
"2889","1567311199"
"2129","0590482378"
"2129","0590482238"
"2890","0451179706"
"800","0449219410"
"2196","0446609781"
"800","0679454446"
"306","051512608X"
"2891","0373262329"
"93","0451124383"
"2892","1565122208"
"88","0312978332"
"2893","0345294459"
"235","0451408888"
"1149","0671524968"
"2894","0515115487"
"2895","1563841134"
"410","0060008776"
"465","0553574671"
"965","0061057819"
"2896","0761513779"
"2897","1565078241"
"2898","0449908119"
"1466","0312956126"
"191","0385334729"
"2899","0805044698"
"2900","075050059X"
"2901","0140165525"
"2902","3257231393"
"1726","3453149874"
"2903","9681500601"
"560","067088300X"
"1070","0786869216"
"613","0670878103"
"2904","0446528382"
"2905","0943233437"
"2906","0375727345"
"868","0156001454"
"2907","3440066738"
"145","0446608890"
"2908","0061059137"
"2792","059044316X"
"2909","0316781460"
"288","0425188787"
"493","0345382323"
"2910","0312983298"
"2911","0553270249"
"2715","0553275852"
"420","0440201330"
"2912","0449147398"
"2913","0747546215"
"235","0006513409"
"539","0312980345"
"927","0743437640"
"2667","1551668912"
"2914","0688009387"
"194","0380017601"
"2915","0671024418"
"2915","067102440X"
"2915","0671024426"
"2915","0671024396"
"1779","0140346848"
"2916","0140346031"
"1779","0613286626"
"2917","0553568051"
"2918","042515601X"
"2919","0333782259"
"37","0435120964"
"686","0140293442"
"2920","0571097103"
"2921","0140293469"
"2922","0920668372"
"857","0375703861"
"2923","0060391537"
"597","0156011042"
"899","0812566637"
"210","0060391448"
"850","0684829975"
"114","0451099648"
"2924","0671776975"
"2925","0440967694"
"2926","0060801115"
"2873","0553149660"
"386","0425152251"
"343","0312924585"
"1945","0684718634"
"2927","0385479565"
"2928","0876056354"
"2929","0375714383"
"828","0441718213"
"2930","0385499094"
"2931","0743421574"
"1048","0140132708"
"2932","0312309295"
"2162","0671578103"
"1977","0756401364"
"1977","0886779758"
"2933","1931561230"
"2934","0807085464"
"39","0060504072"
"146","0345460952"
"2935","0312274920"
"2936","0007134495"
"2849","0440408903"
"828","038081658X"
"828","0380791978"
"2937","0345397800"
"483","0345409671"
"2938","0441007392"
"2938","0441006329"
"828","0380791986"
"730","0886771544"
"2939","0312974485"
"2939","0312979584"
"1510","0553380958"
"2940","0756400805"
"2941","0886779014"
"2942","0886776880"
"2942","0886775744"
"611","0395272238"
"2943","0380819007"
"2943","0380731800"
"2944","0142300608"
"2945","087951602X"
"2946","042518627X"
"2943","0380731797"
"2947","0970851715"
"2948","1557504644"
"2949","081120958X"
"2950","0534525075"
"1919","0553583891"
"2951","0684849739"
"2777","0312171838"
"2952","0688175716"
"2953","0743467604"
"2059","0671042505"
"2954","0743205413"
"2296","0399147853"
"2955","0425162443"
"2956","0966482018"
"1266","1400060052"
"2957","0451181409"
"2958","0060505559"
"2959","0312104472"
"1562","1551667533"
"2960","0425183238"
"381","0553802240"
"2667","0373711646"
"2961","0345423291"
"306","0515132020"
"2962","0684864363"
"306","0515131229"
"2963","0451192974"
"2964","0446679364"
"2965","0345445732"
"2966","0553581430"
"2967","0451410157"
"2968","0373441320"
"2969","1551662906"
"2970","0373834748"
"2971","0843943319"
"2972","1570613818"
"2973","0743228022"
"126","0385494149"
"384","0312199368"
"2974","0312199430"
"736","1570089957"
"2975","0452282101"
"2976","0060193689"
"2977","048627263X"
"2978","0486270610"
"1466","0330330373"
"2629","0671318403"
"2601","0743440358"
"2979","0571135390"
"2980","1557250219"
"2981","0451183746"
"2982","0316134317"
"2983","0789467747"
"2984","0071408398"
"2985","038079487X"
"2986","0684872153"
"2987","0060926317"
"2988","0961937904"
"2989","0140179755"
"2990","0571152813"
"2991","0140622500"
"2992","9038802986"
"74","0007101953"
"1687","1857238982"
"2993","380062236X"
"836","0312421273"
"800","0679454454"
"596","0743480562"
"2994","0312986211"
"2995","0778320294"
"2342","0425196453"
"2996","1575668572"
"2997","0821776126"
"2998","0821773429"
"2999","0060555882"
"1928","0380811081"
"3000","0373250592"
"306","0373285043"
"288","0399147020"
"3001","0062512668"
"3002","0440241162"
"3003","0439233844"
"3004","0785917136"
"3005","1930353006"
"3006","0874831121"
"1070","0786866586"
"3007","0140254749"
"3008","3250600520"
"3009","3446190295"
"3010","3250102342"
"3011","342310001X"
"3012","3406426530"
"3013","3354005092"
"3008","3250300020"
"3014","3608958703"
"693","0061092029"
"3015","3718501473"
"1450","3453017978"
"1850","3492230466"
"3016","3492045170"
"3017","0072521309"
"1008","0679756973"
"3018","0517886685"
"3019","1570625190"
"3020","0670866563"
"3021","0375405046"
"3022","0316845442"
"3023","0140291725"
"3024","0029023106"
"3025","0802134254"
"3026","0688156819"
"3027","0762403004"
"3028","0140250840"
"3029","0679723226"
"3030","0679722645"
"3031","0380732181"
"3032","0156007754"
"3033","0553371010"
"2391","031205436X"
"3034","1573226521"
"3035","0671027638"
"3036","0385497091"
"686","1573226882"
"686","1573228214"
"109","0316780812"
"2961","0515119784"
"3037","0736909672"
"3038","0786011963"
"3039","0811825558"
"3040","0141390972"
"3041","0062736302"
"3042","0071352430"
"3043","0671798553"
"3044","0060953497"
"3045","0306810646"
"3046","0393318923"
"3047","1882114981"
"3048","0471415804"
"3049","0380788691"
"1309","0515134449"
"3050","0596000987"
"3051","0134843460"
"3052","0064407675"
"3053","0767902890"
"3054","0812213122"
"3055","0879238615"
"3056","0618134786"
"929","0312135653"
"3057","0375726446"
"3058","037575895X"
"3059","0061092355"
"3060","0060934727"
"3061","0375403671"
"1494","0670888214"
"3062","0380977788"
"1309","0441304834"
"3063","0375421726"
"3064","0609805002"
"3065","1891053426"
"3066","0393049272"
"3067","0140099182"
"3068","0385319932"
"3069","0684853205"
"3070","0609802437"
"3071","0765347415"
"3072","0425071081"
"3073","0393956571"
"3074","0805324305"
"3075","2710305089"
"3076","2070368378"
"3077","3462025376"
"106","0553571818"
"72","0441790348"
"2876","0812550390"
"1982","2877141519"
"3078","0965881199"
"337","1573928275"
"3079","014011906X"
"3080","0920109020"
"3081","0345377494"
"3082","0590960369"
"3083","0152009604"
"1692","0393038025"
"3084","0771014929"
"2060","0060931809"
"3085","1566199697"
"3086","0451527496"
"3087","0451525426"
"3088","0553573403"
"3088","0553579908"
"3088","055357342X"
"3089","0440211158"
"3090","1885211279"
"3091","2290044067"
"3092","0821739514"
"3093","0553280147"
"3094","0821730894"
"3095","0553245716"
"28","0345391055"
"1576","0553243055"
"765","0312979479"
"3096","0375760911"
"3097","0449244679"
"58","0671681036"
"809","068480087X"
"2484","0743407067"
"1372","0515131083"
"3098","1585420654"
"3099","1587430665"
"3100","0684843110"
"3101","156955028X"
"3102","0446679763"
"3103","0867162791"
"3104","0452274664"
"3105","0064403645"
"1328","1400032806"
"3106","0140262776"
"3107","0385317042"
"3108","0393029875"
"3109","0743243315"
"2484","0743407059"
"2961","1400061598"
"3110","0452283280"
"2484","0743407083"
"3111","0446532444"
"3112","0446533041"
"3113","0375413278"
"3114","1892738341"
"3115","0743483014"
"3116","0393029603"
"3117","0312093004"
"3118","0451184149"
"3119","0380005239"
"3120","0231121008"
"3121","0064401774"
"3122","0380732238"
"3123","1571740562"
"3123","0399142789"
"886","0375406530"
"3124","006000438X"
"420","0679411267"
"310","0375412557"
"3125","0312169868"
"836","0374129983"
"3126","067003178X"
"3127","0688176992"
"3128","0312032978"
"1134","0394561619"
"3129","0786866470"
"2961","0385318782"
"3130","1879941201"
"457","0060920076"
"2961","0679437452"
"567","1931561648"
"122","0060517794"
"3131","0553296124"
"73","0345413350"
"300","0380701340"
"3132","0373260474"
"3133","1588515281"
"795","0679450041"
"3134","0241130522"
"3135","0413722309"
"3135","0413725405"
"3136","1853830852"
"3137","0859533565"
"170","0413624501"
"3138","1857141296"
"3139","0745321992"
"3140","0140350748"
"3141","1853912352"
"3142","0201050714"
"3143","0802116175"
"1412","0140185011"
"3144","0140298363"
"93","0451146425"
"3145","0877738513"
"3146","0380817446"
"3147","0440862809"
"3148","0571197272"
"183","0345300203"
"3149","0451167309"
"1176","0440154731"
"1450","0553579835"
"2717","0449224775"
"146","0345379330"
"3150","1576737330"
"698","0590371258"
"3151","1573227226"
"3152","0670871753"
"1025","0151446474"
"114","0670813028"
"3153","0810922975"
"3154","0761520937"
"3155","0785281754"
"3156","0345405730"
"1359","0451197410"
"2896","0761522557"
"109","0316601950"
"105","0399151516"
"3157","0399151435"
"750","0451210220"
"3157","0399148515"
"2035","0886777771"
"771","0445406518"
"3158","0671697978"
"156","0441317480"
"3159","0345405625"
"3159","0345406141"
"3160","0061006629"
"882","0553563696"
"3161","0345431618"
"882","0553567713"
"882","0553286390"
"1206","0345301293"
"3159","0345382412"
"3159","0345389972"
"3159","0345402219"
"3159","0345405501"
"3158","0671654349"
"3162","0671832174"
"1206","0881845531"
"736","076534128X"
"156","0441662382"
"3159","0345384687"
"3163","0345353749"
"3164","1586481843"
"1206","088184389X"
"3165","0460872583"
"1176","0385333498"
"1206","0425043231"
"156","0345313151"
"668","0345314255"
"156","0345305183"
"3161","0380004933"
"114","0451132343"
"156","0345279255"
"114","0451131312"
"156","0345272846"
"3166","0786884460"
"535","0061031429"
"1965","0060977337"
"1965","0446693790"
"3167","0553380168"
"3168","0140285008"
"3169","067104155X"
"1965","006098726X"
"3170","068483569X"
"3171","0380701006"
"3172","0671504398"
"238","0451522303"
"3173","0441005152"
"3174","3518366750"
"3175","3453172337"
"793","3404136012"
"793","3453131169"
"793","3453092007"
"44","0553582925"
"1301","0441008763"
"1384","0812545249"
"3176","0446606715"
"1850","0553572423"
"3177","0373320132"
"3178","0803728492"
"346","0525941673"
"3179","0812522400"
"3180","0553102044"
"3181","156718359X"
"1624","0671722948"
"3182","0140191550"
"3183","0140009930"
"3184","014027944X"
"694","0140051627"
"3185","0713910372"
"3186","0140510494"
"3187","0140510028"
"3188","0140442073"
"3189","0575075546"
"3190","0091816874"
"3163","0330020706"
"3191","0851123554"
"3192","0743220633"
"3193","1903402913"
"3194","1856053318"
"3195","0752521454"
"3196","0696204800"
"3197","027300235X"
"3198","0877540950"
"3199","0751514853"
"3200","3404143205"
"3201","345386980X"
"3202","3629002013"
"3203","0877147728"
"3204","0674955218"
"1162","0452283930"
"1554","0553382225"
"686","1573227331"
"3205","0679767959"
"1624","0451526767"
"3206","0596001932"
"3207","156592861X"
"3208","1565926730"
"63","080411918X"
"3209","0060171405"
"3210","0553293176"
"3211","0316812471"
"856","0440222915"
"87","1551668653"
"3212","038079960X"
"491","0440237300"
"3213","0373292945"
"3214","1568842406"
"480","0399133186"
"28","0066214122"
"3215","0684803135"
"3216","0451404300"
"3217","0312192339"
"3218","0060802162"
"3219","0394744322"
"3220","0375507523"
"3221","0140266909"
"1726","0836221192"
"3222","0446386405"
"3223","0688088007"
"3224","0140444203"
"2837","1878825003"
"3225","0070037485"
"3226","3499102277"
"3227","0872203948"
"256","0385721404"
"1114","0375410597"
"1847","0440125081"
"3228","0446604275"
"3229","0671501747"
"3230","0805040900"
"3231","0465006930"
"3232","0670804541"
"1023","0679741836"
"2810","068810391X"
